OBJECTID,ZCTA5,DDA_CODE,DDA_TYPE,DDA_NAME,Shape__Area,Shape__Length
1656,34695,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",19971463.4785156,23594.4065563091
1657,28204,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",6894388.5703125,14372.7523165993
1658,24083,METRO40220M40220,SA,"Roanoke, VA HUD Metro FMR Area",43245605.8125,43168.9820989858
1659,34681,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",3127939.703125,11864.5501899696
1660,34683,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",37659431.3515625,40951.1233512886
1661,34685,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",37142213.6289063,45562.4006305595
1662,33953,METRO39460M39460,SA,"Punta Gorda, FL MSA",64454909.9238281,41870.1754934529
1663,23435,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",159225230.140625,69964.9547664479
1664,33954,METRO39460M39460,SA,"Punta Gorda, FL MSA",29563036.4179688,40052.5637823175
1665,33956,METRO15980M15980,SA,"Cape Coral-Fort Myers, FL MSA",66896462.796875,48032.3953670047
1666,33596,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",39040039.4648438,35328.751292719
1667,33572,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",49152446.5,32501.9645280012
1668,44202,METRO10420M10420,SA,"Akron, OH MSA",137806070.765625,62221.0934921607
1669,44202,METRO17410N17460,SA,"Cleveland, OH HUD Metro FMR Area",7620296.14453125,21757.8489169555
1670,38016,METRO32820M32820,SA,"Memphis, TN-MS-AR HUD Metro FMR Area",70594062.5859375,48015.1120424492
1671,34759,METRO29460M29460,SA,"Lakeland-Winter Haven, FL MSA",168857544.638672,84872.3913008611
1672,33615,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",31077918.5546875,29226.9514002321
1673,33776,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",12969436.9902344,16267.1861746993
1674,38018,METRO32820M32820,SA,"Memphis, TN-MS-AR HUD Metro FMR Area",72732088.8164063,50440.355437012
1675,33609,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",13563477.0566406,20753.2651707565
1676,33617,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",30708911.4453125,34649.9563567055
1677,23604,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",50517272.4140625,49743.0259502074
1678,34108,METRO34940M34940,SA,"Naples-Marco Island, FL MSA",28956633.3222656,29041.3928335944
1679,28278,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",126636393.351563,80511.9277847334
1680,64436,METRO41140M41140,SA,"St. Joseph, MO-KS MSA",136378223.863281,68159.2843041065
1681,33611,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",21509891.2890625,25194.2107652032
1682,28262,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",82314721.90625,51805.8830920308
1683,28269,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",120147154.144531,61885.6211994236
1684,28270,METRO16740M16740,SA,"Charlotte-Concord-Gastonia, NC-SC HUD Metro FMR Area",48456595.546875,56493.1131882987
1685,37931,METRO28940M28940,SA,"Knoxville, TN HUD Metro FMR Area",114585052.828125,91027.7761518129
1686,29729,METRO16740N45023,SA,"Chester County, SC HUD Metro FMR Area",267602409.257813,109683.090463878
1687,23457,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",429699860.320313,94417.3508839183
1688,28673,METRO25860M25860,SA,"Hickory-Lenoir-Morganton, NC MSA",109776286.316406,95389.6556481584
1689,34797,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",16177197.5527344,22633.7351036611
1690,33813,METRO29460M29460,SA,"Lakeland-Winter Haven, FL MSA",77995704.8183594,67937.7511584243
1691,23691,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",71788928.2070313,52216.8753439824
1692,44280,METRO17410N17460,SA,"Cleveland, OH HUD Metro FMR Area",116218284.789063,56526.8525168863
1693,23692,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",90247547.25,75793.6390849544
1694,29464,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",130086918.855469,53480.4259931739
1695,28682,METRO25860M25860,SA,"Hickory-Lenoir-Morganton, NC MSA",26730042.9960938,40957.049977208
1696,34773,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",1070968806.11133,232822.695851951
1697,33708,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",22009314.3398438,38071.0359401117
1698,33647,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",113134828.318359,63700.5429087262
1699,44251,METRO17410N17460,SA,"Cleveland, OH HUD Metro FMR Area",6726055.49609375,12304.6614868634
1700,23651,METRO47260M47260,SA,"Virginia Beach-Norfolk-Newport News, VA-NC HUD Metro FMR Area",5998339.6953125,16288.2617382346
1701,33703,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",19477946.7617188,23704.1313088026
1702,34772,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",366384869.259766,104944.505017792
1703,34145,METRO34940M34940,SA,"Naples-Marco Island, FL MSA",91551398.5390625,56553.3916774979
1704,29466,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",130951244.246094,59417.4052416631
1705,33629,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",16389040.1132813,19735.531267836
1706,34201,METRO35840M35840,SA,"North Port-Bradenton-Sarasota, FL MSA",11638518.8125,17886.4477128225
1707,33634,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",30128168.3046875,29860.4483344903
1708,23059,METRO40060M40060,SA,"Richmond, VA HUD Metro FMR Area",191948424.980469,104544.469995948
1709,27712,METRO20500M20500,SA,"Durham-Chapel Hill, NC HUD Metro FMR Area",134239068.5625,85255.856931714
1710,34134,METRO15980M15980,SA,"Cape Coral-Fort Myers, FL MSA",57410631.1738281,62117.5874820211
1711,34135,METRO15980M15980,SA,"Cape Coral-Fort Myers, FL MSA",205869810.496094,69480.8910619025
1712,34232,METRO35840M35840,SA,"North Port-Bradenton-Sarasota, FL MSA",37523635.40625,27159.8416517351
1713,23801,METRO40060M40060,SA,"Richmond, VA HUD Metro FMR Area",27064471.4453125,22350.5743922496
1714,33837,METRO29460M29460,SA,"Lakeland-Winter Haven, FL MSA",181747691.6875,71965.7248313419
1715,45066,METRO19430M19430,SA,"Dayton-Kettering-Beavercreek, OH MSA",895881.09375,5567.70990036663
1716,34990,METRO38940M38940,SA,"Port St. Lucie, FL MSA",355697286.490234,109070.17930118
1717,23120,METRO40060M40060,SA,"Richmond, VA HUD Metro FMR Area",262765140.640625,95591.1381737734
1718,29909,METRO25940N45013,SA,"Beaufort County, SC HUD Metro FMR Area",279185325.583984,123039.925522265
1719,29909,METRO25940N45053,SA,"Jasper County, SC HUD Metro FMR Area",4666098.265625,33436.9594001114
1720,29579,METRO34820M34820,SA,"Myrtle Beach-North Myrtle Beach-Conway, SC HUD Metro FMR Area",202715687.800781,95529.9706129594
1721,38103,METRO32820M32820,SA,"Memphis, TN-MS-AR HUD Metro FMR Area",15710669.6015625,31478.9739717338
1722,33711,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",19125394.8496094,26565.7148162411
1723,28709,METRO11700M11700,SA,"Asheville, NC MSA",203099609.148438,65178.2114533002
1724,33712,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",23485202.4882813,29568.8429544508
1725,33441,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",15926150.9101563,20966.6908106654
1726,37014,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",87019478.125,78244.1181578939
1727,33144,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",10039686.75,15982.3858687292
1728,43215,METRO18140M18140,SA,"Columbus, OH HUD Metro FMR Area",25035054.125,36707.2784736689
1729,33130,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",3602762.83789063,10953.8017632254
1730,33145,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",8177705.13671875,15354.9513611651
1731,32779,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",66734802.5214844,42372.333319511
1732,37204,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",28982257.4453125,29499.0973758967
1733,32789,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",32467684.4023438,34710.5272038274
1734,33410,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",38394355.6542969,43116.8216947326
1735,32792,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",43360213.9160156,39733.0947106783
1736,32801,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",7853714.33398438,17757.4732969664
1737,29229,METRO17900M17900,SA,"Columbia, SC HUD Metro FMR Area",69543097.7304688,75729.6607557459
1738,22060,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",62831710.8398438,40914.2824948152
1739,49301,METRO24340M24340,SA,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",280859210.511719,120520.695747241
1740,33131,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",4374701.75585938,12622.3438534314
1741,30809,METRO12260M12260,SA,"Augusta-Richmond County, GA-SC HUD Metro FMR Area",170337382.832031,72812.4135326819
1742,33134,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",16822863.8808594,18312.8316315077
1743,37135,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",146117683.945313,79950.9601209693
1744,32831,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",37018184.2226563,27980.3021512737
1745,33156,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",47385373.9707031,38900.2280467749
1746,32832,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",202653053.193359,77403.0415196408
1747,32837,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",61738289.4335938,37668.189803431
1748,60464,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",66585544.25,47153.2380720638
1749,33160,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",20973788.015625,35986.3265594962
1750,22314,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",17128454.9414063,28579.1474555552
1751,31909,METRO17980M17980,SA,"Columbus, GA-AL HUD Metro FMR Area",68781090.8164063,42306.6564439912
1752,33496,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",34667551.9667969,29183.5198725751
1753,32817,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",42494241.09375,37516.5154530977
1754,60640,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",10909213.125,16523.9351994269
1755,32542,METRO18880M18880,SA,"Crestview-Fort Walton Beach-Destin, FL HUD Metro FMR Area",301386767.464844,201193.364400444
1756,33498,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",32496137.6738281,33239.989587234
1757,60502,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",53054364.8203125,56533.5392121701
1758,33155,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",25351205.7148438,21364.3795900032
1759,29036,METRO17900M17900,SA,"Columbia, SC HUD Metro FMR Area",262194650.699219,93317.1461435921
1760,32828,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",71443420.3632813,40008.6937369046
1761,55779,METRO20260M20260,SA,"Duluth, MN-WI MSA",719947836.460938,181787.188520727
1762,59804,METRO33540M33540,SA,"Missoula, MT HUD Metro FMR Area",706948053.710938,147468.622150436
1763,33458,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",56880718.0351563,33979.0794046079
1764,33458,METRO38940M38940,SA,"Port St. Lucie, FL MSA",13588515.6699219,28425.2344552433
1765,27502,METRO20500M20500,SA,"Durham-Chapel Hill, NC HUD Metro FMR Area",22914698.734375,36885.3431781193
1766,32814,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",5398126.44921875,13605.8185883255
1767,33154,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",10303209.0058594,18813.225059751
1768,32508,METRO37860M37860,SA,"Pensacola-Ferry Pass-Brent, FL MSA",28747130.2675781,28464.6178756052
1769,31808,METRO17980M17980,SA,"Columbus, GA-AL HUD Metro FMR Area",208117416.390625,100043.397042569
1770,33449,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",52981981.890625,34446.3134866866
1771,22308,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",19855491.7578125,19459.7874068805
1772,37205,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",56687356.2578125,51758.8335869171
1773,32606,METRO23540M23540,SA,"Gainesville, FL HUD Metro FMR Area",53314336.375,55912.0939646782
1774,60712,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",12634771.2265625,16726.5019651926
1775,33176,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",39589459.9746094,35388.3943911121
1776,60521,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",22481277.1445313,26455.8690138529
1777,60657,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",10880148.2578125,20521.8413163392
1778,33549,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",44735123.8242188,40617.0937472715
1779,32561,METRO37860M37860,SA,"Pensacola-Ferry Pass-Brent, FL MSA",109368601.96875,109714.66108109
1780,30519,METRO12060M12060,SA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",114238172.195313,75833.5136206035
1781,30519,METRO23580M23580,SA,"Gainesville, GA MSA",14495542.7695313,31185.2252878125
1782,29404,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",18641560.9433594,27966.2238305275
1783,32903,METRO37340M37340,SA,"Palm Bay-Melbourne-Titusville, FL MSA",27545743.2675781,24367.0216009007
1784,33187,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",362682942.890625,126622.906274303
1785,59640,METRO25740N30049,SA,"Lewis and Clark County, MT HUD Metro FMR Area",111456905.664063,51667.9002793451
1786,33478,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",173510598.3125,65102.8618058925
1787,33478,METRO38940M38940,SA,"Port St. Lucie, FL MSA",42703251.5097656,35088.3752514454
1788,37220,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",31102838.25,33093.7700448734
1789,60564,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",75326711.8867188,43449.4510571358
1790,33480,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",24082646.9023438,48945.9741126902
1791,60565,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",61004871.3515625,46351.4441609529
1792,33483,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",13637417.859375,26766.9746298749
1793,33486,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",17643653.75,19568.1959475443
1794,32940,METRO37340M37340,SA,"Palm Bay-Melbourne-Titusville, FL MSA",196153120.974609,70354.6270041279
1795,33178,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",223795594.927734,90564.6546237905
1796,33301,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",8429885.84765625,15308.4017590936
1797,33569,METRO45300M45300,SA,"Tampa-St. Petersburg-Clearwater, FL MSA",48512491.3027344,44531.4623588886
1798,22066,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",111105427.527344,52276.5779049676
1799,33009,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",17006240.6875,20318.6256900039
1800,33185,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",22755236.0625,23792.1197188224
1801,37215,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",60850131.4257813,51851.5032365458
1802,33186,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",42685039.8457031,37841.0671363004
1803,33477,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",24042169.9726563,26331.1906563258
1804,37069,METRO34980M34980,SA,"Nashville-Davidson--Murfreesboro--Franklin, TN HUD Metro FMR Area",144197581.804688,82047.9681317919
1805,46814,METRO23060M23060,SA,"Fort Wayne, IN HUD Metro FMR Area",86852419.9335938,53420.5389647878
1806,32950,METRO37340M37340,SA,"Palm Bay-Melbourne-Titusville, FL MSA",71157309.2910156,39323.533468123
1807,33027,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",45142322.9414063,26937.0675295125
1808,33435,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",23475584.4042969,32376.5134078413
1809,31220,METRO31420M31420,SA,"Macon-Bibb County, GA HUD Metro FMR Area",108288500.605469,63509.0481427294
1810,60610,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",5283434.76953125,13062.4696487568
1811,33313,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",20508497.7792969,26627.4773084337
1812,60614,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",15844870.8828125,24938.6853116818
1813,32713,METRO19660M19660,SA,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",74186707.8652344,48672.0373021873
1814,61011,METRO40420M40420,SA,"Rockford, IL MSA",183472300.976563,97244.8672897742
1815,63131,METRO41180M41180,SA,"St. Louis, MO-IL HUD Metro FMR Area",57921153.0976563,48445.40913741
1816,33314,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",29433703.4433594,26839.4790931121
1817,32714,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",30040402.3515625,25953.1645194598
1818,33315,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",17003564.0664063,19991.2728171698
1819,33433,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",30578846.9023438,24072.3241249956
1820,33015,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",20963795.0195313,21440.9003217228
1821,32669,METRO23540M12075,SA,"Levy County, FL HUD Metro FMR Area",16993528.578125,23653.9769694024
1822,60603,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",596357.171875,4740.66964042929
1823,60604,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",318861.94921875,3149.65262240242
1824,33418,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",150916479.705078,65629.4660332035
1825,33432,METRO33100MM8960,SA,"West Palm Beach-Boca Raton, FL HUD Metro FMR Area",16464128.2792969,19481.9502723198
1826,22182,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",53772572.3867188,57666.4443897836
1827,33304,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",11029638.0429688,23911.1984905189
1828,33328,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",29790891.6386719,24456.6040745874
1829,33330,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",36029788.890625,27083.9707101245
1830,33332,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",111844600.667969,74167.1183617948
1831,59716,METRO14580M14580,SA,"Bozeman, MT MSA",149662541.265625,76710.4788744052
1832,60446,METRO16980M16980,SA,"Chicago-Joliet-Naperville, IL HUD Metro FMR Area",95806394.6523438,78555.9750567021
1833,33062,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",14118289.9707031,33803.2890287217
1834,32746,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",76410535.7148438,62318.4195310148
1835,33327,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",479395472.222656,106548.712437316
1836,32763,METRO19660M19660,SA,"Deltona-Daytona Beach-Ormond Beach, FL HUD Metro FMR Area",71980647.8847656,46686.6385453899
1837,31314,METRO25980M25980,SA,"Hinesville, GA HUD Metro FMR Area",173233189.517578,121158.665791285
1838,33326,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",26219647.9316406,26867.6562107834
1839,31322,METRO42340M42340,SA,"Savannah, GA MSA",107887112.757813,74509.0212466234
1840,30350,METRO12060M12060,SA,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",49612930.3359375,44533.893570141
1841,29152,METRO44940M44940,SA,"Sumter, SC MSA",19379669.1679688,23536.2485427105
1842,20169,METRO47900M47900,SA,"Washington-Arlington-Alexandria, DC-VA-MD HUD Metro FMR Area",161126866.566406,70921.4282695575
1843,33319,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",22192494.3535156,23578.3396312585
1844,61065,METRO40420M40420,SA,"Rockford, IL MSA",244058091.496094,113296.777139636
1845,33325,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",31396445.7871094,31840.344194149
1846,36505,METRO33660M33660,SA,"Mobile, AL MSA",107320575.996094,62420.9723201025
1847,10021,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",1603986.9375,6289.78698571937
1848,02115,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",3431568.40234375,14062.8370493853
1849,93021,METRO37100M37100,SA,"Oxnard-Thousand Oaks-Ventura, CA MSA",182835171.785156,81783.0516055091
1850,91203,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",3366730.41796875,8972.79252819855
1851,94503,METRO34900M34900,SA,"Napa, CA MSA",82314637.3242188,57715.2369516325
1852,92782,METRO31080MM5945,SA,"Santa Ana-Anaheim-Irvine, CA HUD Metro FMR Area",19454107.1953125,36382.0655073135
1853,02155,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",41565932.7109375,34073.0761580819
1854,11358,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",8838114.55859375,13721.6533464123
1855,79703,METRO33260M33260,SA,"Midland, TX HUD Metro FMR Area",23432907.4882813,23107.6694114545
1856,95618,METRO40900MM9270,SA,"Yolo, CA HUD Metro FMR Area",105376102.359375,50287.2941510382
1857,95618,METRO46700M46700,SA,"Vallejo, CA MSA",30961539.5429688,31288.6335369151
1858,79758,METRO36220M36220,SA,"Odessa, TX MSA",183248799.9375,82597.773521601
1859,11373,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",6834191.52734375,12205.4096186803
1860,29412,METRO16700M16700,SA,"Charleston-North Charleston, SC MSA",181204388.179688,74280.3959992648
1861,08346,METRO12100M12100,SA,"Atlantic City-Hammonton, NJ HUD Metro FMR Area",10680153.0195313,14654.7164957514
1862,10501,METRO35620MM5600,SA,"New York, NY HUD Metro FMR Area",7305146.6328125,20249.8985095972
1863,78234,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",17453620.5546875,27357.5207625225
1864,79906,METRO21340M21340,SA,"El Paso, TX HUD Metro FMR Area",16252440.53125,37620.1402320148
1865,79916,METRO21340M21340,SA,"El Paso, TX HUD Metro FMR Area",43387328.4648438,46071.734150472
1866,94306,METRO41940M41940,SA,"San Jose-Sunnyvale-Santa Clara, CA HUD Metro FMR Area",16824074.046875,33373.8123296933
1867,32732,METRO36740M36740,SA,"Orlando-Kissimmee-Sanford, FL MSA",211411515.740234,96660.0081355982
1868,94547,METRO41860MM5775,SA,"Oakland-Fremont, CA HUD Metro FMR Area",23969498.3476563,25538.2601839293
1869,91730,METRO40140M40140,SA,"Riverside-San Bernardino-Ontario, CA MSA",52000653.4648438,33837.815754206
1870,95612,METRO40900MM9270,SA,"Yolo, CA HUD Metro FMR Area",250114429.371094,78122.6854413929
1871,95624,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",192689498.507813,81416.4294102599
1872,95626,METRO49700M49700,SA,"Yuba City, CA MSA",27119580.9375,37312.2798550902
1873,95630,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",120752592.601563,66061.2339123328
1874,95635,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",126741230.640625,89776.2054776874
1875,90010,METRO31080MM4480,SA,"Los Angeles-Long Beach-Glendale, CA HUD Metro FMR Area",1456782.53515625,15992.0293592844
1876,33066,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",10289892.6660156,13895.5110061843
1877,95648,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",622394110.285156,152530.319894039
1878,95661,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",38188421.8320313,28866.9032081344
1879,95662,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",46662305.1171875,38973.4805513466
1880,33068,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",21000944.7109375,21804.5989274426
1881,95672,METRO40900M40900,SA,"Sacramento--Roseville--Arden-Arcade, CA HUD Metro FMR Area",92984567.9921875,66137.3589113826
1882,78236,METRO41700M41700,SA,"San Antonio-New Braunfels, TX HUD Metro FMR Area",16817529.4921875,26704.0196062754
1883,33183,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",18726024.6777344,21618.691731218
1884,31411,METRO42340M42340,SA,"Savannah, GA MSA",93456177.3808594,63273.0777496601
1885,33073,METRO33100MM2680,SA,"Fort Lauderdale, FL HUD Metro FMR Area",28413612.140625,26031.6855531235
1886,33109,METRO33100MM5000,SA,"Miami-Miami Beach-Kendall, FL HUD Metro FMR Area",2030162.40625,6623.67189604612
1887,02108,METRO14460MM1120,SA,"Boston-Cambridge-Quincy, MA-NH HUD Metro FMR Area",1317777.0546875,7584.61806203588
1888,08345,METRO47220M47220,SA,"Vineland, NJ MSA",133596685.066406,93811.1289561874
